"Campbell Live","Close Up","Seven Sharp","One News","3 News","Date"
NA,NA,NA,NA,NA,2011-11-07
NA,NA,NA,NA,NA,2011-11-08
NA,NA,NA,NA,NA,2011-11-09
NA,NA,NA,NA,NA,2011-11-10
NA,NA,NA,NA,NA,2011-11-11
NA,NA,NA,NA,NA,2011-11-12
NA,NA,NA,NA,NA,2011-11-13
NA,NA,NA,NA,NA,2011-11-14
NA,NA,NA,NA,NA,2011-11-15
225110,NA,NA,555760,529960,2011-11-16
NA,NA,NA,NA,NA,2011-11-17
NA,NA,NA,NA,NA,2011-11-18
NA,NA,NA,NA,NA,2011-11-19
NA,NA,NA,NA,NA,2011-11-20
NA,NA,NA,NA,NA,2011-11-21
NA,NA,NA,NA,NA,2011-11-22
NA,NA,NA,NA,NA,2011-11-23
NA,NA,NA,NA,NA,2011-11-24
NA,NA,NA,NA,NA,2011-11-25
NA,NA,NA,NA,NA,2011-11-26
NA,NA,NA,NA,NA,2011-11-27
NA,NA,NA,NA,NA,2011-11-28
NA,NA,NA,NA,NA,2011-11-29
NA,NA,NA,NA,NA,2011-11-30
NA,NA,NA,NA,NA,2011-12-01
NA,NA,NA,NA,NA,2011-12-02
NA,NA,NA,NA,NA,2011-12-03
NA,NA,NA,NA,NA,2011-12-04
NA,NA,NA,NA,NA,2011-12-05
NA,NA,NA,NA,NA,2011-12-06
NA,NA,NA,NA,NA,2011-12-07
NA,NA,NA,NA,NA,2011-12-08
NA,NA,NA,NA,NA,2011-12-09
NA,NA,NA,NA,NA,2011-12-10
NA,NA,NA,NA,NA,2011-12-11
NA,NA,NA,NA,NA,2011-12-12
NA,NA,NA,NA,NA,2011-12-13
NA,NA,NA,NA,NA,2011-12-14
NA,NA,NA,NA,NA,2011-12-15
NA,NA,NA,NA,NA,2011-12-16
NA,NA,NA,NA,NA,2011-12-17
NA,NA,NA,NA,NA,2011-12-18
NA,NA,NA,NA,NA,2011-12-19
NA,NA,NA,NA,NA,2011-12-20
NA,NA,NA,NA,NA,2011-12-21
NA,NA,NA,NA,NA,2011-12-22
NA,NA,NA,NA,NA,2011-12-23
NA,NA,NA,NA,NA,2011-12-24
NA,NA,NA,NA,NA,2011-12-25
NA,NA,NA,NA,NA,2011-12-26
NA,NA,NA,NA,NA,2011-12-27
NA,NA,NA,NA,NA,2011-12-28
NA,NA,NA,NA,NA,2011-12-29
NA,NA,NA,NA,NA,2011-12-30
NA,NA,NA,NA,NA,2011-12-31
NA,NA,NA,NA,NA,2012-01-01
NA,NA,NA,NA,NA,2012-01-02
NA,NA,NA,NA,NA,2012-01-03
NA,NA,NA,NA,NA,2012-01-04
NA,NA,NA,NA,NA,2012-01-05
NA,NA,NA,NA,NA,2012-01-06
NA,NA,NA,NA,NA,2012-01-07
NA,NA,NA,NA,NA,2012-01-08
NA,NA,NA,NA,NA,2012-01-09
NA,NA,NA,NA,NA,2012-01-10
NA,NA,NA,NA,NA,2012-01-11
NA,NA,NA,NA,NA,2012-01-12
NA,NA,NA,NA,NA,2012-01-13
NA,NA,NA,NA,NA,2012-01-14
NA,NA,NA,NA,NA,2012-01-15
NA,NA,NA,NA,NA,2012-01-16
NA,NA,NA,NA,NA,2012-01-17
NA,NA,NA,NA,NA,2012-01-18
NA,NA,NA,NA,NA,2012-01-19
NA,NA,NA,NA,NA,2012-01-20
NA,NA,NA,NA,NA,2012-01-21
NA,NA,NA,NA,NA,2012-01-22
NA,NA,NA,NA,NA,2012-01-23
NA,NA,NA,NA,NA,2012-01-24
NA,NA,NA,NA,NA,2012-01-25
NA,NA,NA,NA,NA,2012-01-26
NA,NA,NA,NA,NA,2012-01-27
NA,NA,NA,NA,NA,2012-01-28
NA,NA,NA,NA,NA,2012-01-29
NA,NA,NA,NA,NA,2012-01-30
NA,NA,NA,NA,NA,2012-01-31
NA,NA,NA,NA,NA,2012-02-01
NA,NA,NA,NA,NA,2012-02-02
NA,NA,NA,NA,NA,2012-02-03
NA,NA,NA,NA,NA,2012-02-04
NA,NA,NA,NA,NA,2012-02-05
NA,NA,NA,NA,NA,2012-02-06
NA,NA,NA,NA,NA,2012-02-07
NA,NA,NA,NA,NA,2012-02-08
NA,NA,NA,NA,NA,2012-02-09
NA,NA,NA,NA,NA,2012-02-10
NA,NA,NA,NA,NA,2012-02-11
NA,NA,NA,NA,NA,2012-02-12
NA,NA,NA,NA,NA,2012-02-13
NA,NA,NA,NA,NA,2012-02-14
NA,NA,NA,NA,NA,2012-02-15
NA,NA,NA,NA,NA,2012-02-16
NA,NA,NA,NA,NA,2012-02-17
NA,NA,NA,NA,NA,2012-02-18
NA,NA,NA,NA,NA,2012-02-19
227490,469640,NA,604670,429670,2012-02-20
278570,422970,NA,594630,485350,2012-02-21
218220,404030,NA,613570,382940,2012-02-22
218970,406640,NA,593850,408780,2012-02-23
163740,365830,NA,500580,364760,2012-02-24
NA,NA,NA,491290,248740,2012-02-25
NA,NA,NA,636320,280540,2012-02-26
210650,387580,NA,597610,423230,2012-02-27
183420,438800,NA,599060,441210,2012-02-28
NA,NA,NA,NA,NA,2012-02-29
311350,469340,NA,666410,472640,2012-03-01
241330,441040,NA,621790,457680,2012-03-02
NA,NA,NA,NA,NA,2012-03-03
NA,NA,NA,669160,263220,2012-03-04
264630,372760,NA,581090,445810,2012-03-05
235820,388920,NA,564840,472170,2012-03-06
168590,365430,NA,560570,382150,2012-03-07
NA,NA,NA,NA,NA,2012-03-08
NA,NA,NA,NA,NA,2012-03-09
NA,NA,NA,NA,NA,2012-03-10
NA,NA,NA,NA,NA,2012-03-11
NA,NA,NA,NA,NA,2012-03-12
NA,NA,NA,NA,NA,2012-03-13
NA,NA,NA,NA,NA,2012-03-14
NA,NA,NA,NA,NA,2012-03-15
NA,NA,NA,NA,NA,2012-03-16
NA,NA,NA,NA,NA,2012-03-17
NA,NA,NA,NA,NA,2012-03-18
NA,NA,NA,NA,NA,2012-03-19
NA,NA,NA,NA,NA,2012-03-20
NA,NA,NA,NA,NA,2012-03-21
NA,NA,NA,NA,NA,2012-03-22
NA,NA,NA,NA,NA,2012-03-23
NA,NA,NA,NA,NA,2012-03-24
NA,NA,NA,NA,NA,2012-03-25
NA,NA,NA,NA,NA,2012-03-26
NA,NA,NA,NA,NA,2012-03-27
NA,NA,NA,NA,NA,2012-03-28
222950,419110,NA,605640,396990,2012-03-29
190960,335180,NA,530540,446560,2012-03-30
NA,NA,NA,NA,NA,2012-03-31
NA,NA,NA,724270,304940,2012-04-01
243290,553770,NA,724100,481900,2012-04-02
271620,456620,NA,721280,450160,2012-04-03
264770,413610,NA,626170,499060,2012-04-04
196730,384370,NA,554130,404840,2012-04-05
NA,526020,NA,595780,414850,2012-04-06
NA,NA,NA,452690,323860,2012-04-07
NA,NA,NA,611240,269890,2012-04-08
NA,484660,NA,631140,403740,2012-04-09
242830,447660,NA,680700,557280,2012-04-10
258510,480420,NA,639040,536450,2012-04-11
NA,NA,NA,NA,NA,2012-04-12
260060,376020,NA,647550,498890,2012-04-13
NA,NA,NA,586430,292790,2012-04-14
NA,NA,NA,743290,290270,2012-04-15
225300,498720,NA,677340,498970,2012-04-16
249060,480260,NA,676420,449170,2012-04-17
201060,490740,NA,717970,419040,2012-04-18
250970,489760,NA,635490,570010,2012-04-19
233660,327300,NA,521230,414600,2012-04-20
NA,NA,NA,568380,276200,2012-04-21
NA,NA,NA,755820,364130,2012-04-22
268630,487130,NA,720220,627860,2012-04-23
206490,482230,NA,681760,434950,2012-04-24
202830,494260,NA,728020,394200,2012-04-25
231310,520610,NA,718930,465840,2012-04-26
236960,422380,NA,590420,355890,2012-04-27
NA,NA,NA,597150,296920,2012-04-28
NA,NA,NA,709440,294180,2012-04-29
NA,NA,NA,NA,NA,2012-04-30
288880,520130,NA,747630,519070,2012-05-01
267160,529830,NA,684830,437150,2012-05-02
255690,399730,NA,728170,460120,2012-05-03
227140,436370,NA,651200,445660,2012-05-04
NA,NA,NA,649650,309710,2012-05-05
NA,NA,NA,770720,409790,2012-05-06
258520,543860,NA,761320,568840,2012-05-07
234240,523710,NA,729430,454510,2012-05-08
300900,475830,NA,702290,605470,2012-05-09
205820,455520,NA,687550,463840,2012-05-10
237460,414230,NA,665310,399990,2012-05-11
NA,NA,NA,557170,285760,2012-05-12
NA,NA,NA,663500,274730,2012-05-13
279370,510100,NA,761660,650750,2012-05-14
248350,492880,NA,812400,493950,2012-05-15
268290,441000,NA,743460,491660,2012-05-16
234680,448310,NA,705550,424540,2012-05-17
208380,394080,NA,661160,490710,2012-05-18
NA,NA,NA,622480,276170,2012-05-19
NA,NA,NA,805720,350890,2012-05-20
236660,502730,NA,790220,485130,2012-05-21
NA,NA,NA,NA,NA,2012-05-22
258190,469360,NA,724470,533870,2012-05-23
272430,440790,NA,709170,568430,2012-05-24
245030,468020,NA,637720,382110,2012-05-25
NA,NA,NA,512110,291610,2012-05-26
NA,NA,NA,770480,400580,2012-05-27
238080,519400,NA,751300,529190,2012-05-28
271700,486730,NA,772890,582660,2012-05-29
278740,509580,NA,713720,464820,2012-05-30
NA,NA,NA,NA,NA,2012-05-31
210480,435210,NA,607730,490480,2012-06-01
NA,NA,NA,614310,329160,2012-06-02
NA,NA,NA,662170,424580,2012-06-03
NA,521730,NA,793820,536850,2012-06-04
228700,518010,NA,770190,515110,2012-06-05
271930,541480,NA,715180,599000,2012-06-06
252020,460170,NA,715530,572340,2012-06-07
301180,432900,NA,668190,548790,2012-06-08
NA,NA,NA,663340,383050,2012-06-09
NA,NA,NA,785920,340330,2012-06-10
272290,487350,NA,720880,488180,2012-06-11
321010,501270,NA,700580,572450,2012-06-12
211200,495310,NA,698570,441040,2012-06-13
288460,478670,NA,709200,581490,2012-06-14
NA,NA,NA,NA,NA,2012-06-15
NA,NA,NA,614420,271080,2012-06-16
NA,NA,NA,785210,376680,2012-06-17
207750,551410,NA,766290,550420,2012-06-18
231600,450360,NA,674610,530960,2012-06-19
229830,446370,NA,713180,502890,2012-06-20
228680,472180,NA,711860,491290,2012-06-21
185250,420660,NA,642340,410600,2012-06-22
NA,NA,NA,586290,329110,2012-06-23
NA,NA,NA,740400,363400,2012-06-24
234610,473540,NA,746150,426270,2012-06-25
227710,482160,NA,721290,492700,2012-06-26
277650,499190,NA,708060,546610,2012-06-27
238240,454770,NA,705880,438520,2012-06-28
279850,468770,NA,667270,539380,2012-06-29
NA,NA,NA,NA,NA,2012-06-30
NA,NA,NA,830040,350140,2012-07-01
240450,497310,NA,751370,505560,2012-07-02
281270,568050,NA,793390,441550,2012-07-03
218790,506320,NA,713200,453950,2012-07-04
258390,495390,NA,624180,454310,2012-07-05
218850,469770,NA,673010,529870,2012-07-06
NA,NA,NA,634500,310280,2012-07-07
NA,NA,NA,674730,410290,2012-07-08
284330,512580,NA,743990,405170,2012-07-09
308080,459630,NA,677230,478000,2012-07-10
NA,NA,NA,NA,NA,2012-07-11
276770,524440,NA,746730,379420,2012-07-12
205470,416320,NA,610720,383890,2012-07-13
NA,NA,NA,615380,307380,2012-07-14
NA,NA,NA,838950,384750,2012-07-15
276460,478720,NA,675930,543480,2012-07-16
286030,471710,NA,729610,433150,2012-07-17
282080,524060,NA,709980,405190,2012-07-18
245250,594900,NA,745210,406640,2012-07-19
203660,432860,NA,666560,369840,2012-07-20
NA,NA,NA,621890,269480,2012-07-21
NA,NA,NA,734720,366320,2012-07-22
244540,562650,NA,699750,483040,2012-07-23
255840,477930,NA,725520,422220,2012-07-24
321100,465840,NA,660200,539860,2012-07-25
264450,412780,NA,671360,409880,2012-07-26
221190,417030,NA,598080,428160,2012-07-27
NA,NA,NA,611230,222180,2012-07-28
NA,NA,NA,765000,293270,2012-07-29
190980,455900,NA,754130,383740,2012-07-30
NA,NA,NA,NA,NA,2012-07-31
245040,401780,NA,605270,418160,2012-08-01
252920,415480,NA,616920,446370,2012-08-02
244500,350240,NA,601250,373620,2012-08-03
NA,NA,NA,547980,314090,2012-08-04
NA,NA,NA,719490,326720,2012-08-05
268570,492150,NA,703420,457840,2012-08-06
241730,406090,NA,700600,537140,2012-08-07
239380,447020,NA,673150,440950,2012-08-08
223220,420830,NA,615050,365859,2012-08-09
210390,380240,NA,625050,342820,2012-08-10
NA,NA,NA,599150,285740,2012-08-11
NA,NA,NA,727980,346730,2012-08-12
237650,537840,NA,725290,498970,2012-08-13
257910,531760,NA,697060,582290,2012-08-14
264770,509750,NA,705890,471810,2012-08-15
249450,442430,NA,619630,440090,2012-08-16
226350,438950,NA,648650,381330,2012-08-17
NA,NA,NA,612310,254640,2012-08-18
NA,NA,NA,760100,289250,2012-08-19
270860,472070,NA,679150,488130,2012-08-20
256530,525590,NA,775830,419790,2012-08-21
256700,462550,NA,687870,385820,2012-08-22
170320,438730,NA,678470,426000,2012-08-23
259410,374440,NA,567550,356670,2012-08-24
NA,NA,NA,560810,221820,2012-08-25
NA,NA,NA,734130,273920,2012-08-26
242880,475740,NA,694240,464850,2012-08-27
268300,475770,NA,816890,424570,2012-08-28
283390,455480,NA,695990,542320,2012-08-29
250980,456510,NA,678280,407490,2012-08-30
NA,NA,NA,NA,NA,2012-08-31
NA,NA,NA,535310,217040,2012-09-01
NA,NA,NA,NA,NA,2012-09-02
270780,527380,NA,716800,439430,2012-09-03
216420,513670,NA,676750,486530,2012-09-04
213970,586140,NA,728560,444060,2012-09-05
226970,477900,NA,629800,330820,2012-09-06
212580,428830,NA,613420,479160,2012-09-07
NA,NA,NA,594210,302180,2012-09-08
NA,NA,NA,785940,300730,2012-09-09
230220,519250,NA,705040,457560,2012-09-10
270200,479790,NA,712040,437430,2012-09-11
256440,532660,NA,720590,462040,2012-09-12
244640,527240,NA,678810,353680,2012-09-13
251840,424540,NA,622940,402830,2012-09-14
NA,NA,NA,611140,274170,2012-09-15
NA,NA,NA,748410,351370,2012-09-16
276090,513650,NA,708490,443720,2012-09-17
210400,516110,NA,652870,376110,2012-09-18
269570,536170,NA,687460,390310,2012-09-19
255460,436310,NA,676040,338750,2012-09-20
217680,455860,NA,627810,401120,2012-09-21
NA,NA,NA,612360,239480,2012-09-22
NA,NA,NA,705880,282170,2012-09-23
237830,541760,NA,725790,430860,2012-09-24
225810,498090,NA,702550,486490,2012-09-25
283210,474000,NA,670850,491420,2012-09-26
226840,489190,NA,621710,355890,2012-09-27
249290,476890,NA,616360,432570,2012-09-28
NA,NA,NA,NA,NA,2012-09-29
NA,NA,NA,NA,NA,2012-09-30
248720,475560,NA,615230,392970,2012-10-01
NA,NA,NA,NA,NA,2012-10-02
194890,438730,NA,599830,360020,2012-10-03
227580,405580,NA,628990,284110,2012-10-04
189960,398360,NA,588010,293070,2012-10-05
NA,NA,NA,536140,214940,2012-10-06
NA,NA,NA,705130,654880,2012-10-07
233350,445110,NA,640920,423190,2012-10-08
227730,422700,NA,603710,393040,2012-10-09
211790,431330,NA,544860,361680,2012-10-10
167930,382090,NA,570990,332510,2012-10-11
176650,435970,NA,533670,337960,2012-10-12
NA,NA,NA,583310,260910,2012-10-13
NA,NA,NA,682640,250220,2012-10-14
236930,506080,NA,701180,493780,2012-10-15
260910,439620,NA,617660,449020,2012-10-16
263220,468490,NA,659710,483750,2012-10-17
265340,396990,NA,659110,388110,2012-10-18
226320,367610,NA,542240,357100,2012-10-19
NA,NA,NA,550020,162560,2012-10-20
NA,NA,NA,650180,289990,2012-10-21
NA,524330,NA,705750,339560,2012-10-22
261480,489070,NA,675840,469620,2012-10-23
226680,446550,NA,593490,439210,2012-10-24
244610,407950,NA,563860,368070,2012-10-25
183340,332700,NA,514550,390120,2012-10-26
NA,NA,NA,472560,218620,2012-10-27
NA,NA,NA,658760,271660,2012-10-28
228320,517540,NA,624480,501050,2012-10-29
286710,449740,NA,749590,544380,2012-10-30
NA,NA,NA,NA,NA,2012-10-31
225120,401240,NA,529830,435820,2012-11-01
225180,355650,NA,508760,437910,2012-11-02
NA,NA,NA,607310,241370,2012-11-03
NA,NA,NA,620880,322870,2012-11-04
182470,484120,NA,621880,437220,2012-11-05
206690,431760,NA,558750,404390,2012-11-06
340280,438350,NA,991810,446950,2012-11-07
NA,NA,NA,NA,NA,2012-11-08
197270,387370,NA,505420,434430,2012-11-09
NA,NA,NA,511590,200540,2012-11-10
NA,NA,NA,673660,302880,2012-11-11
203140,510420,NA,632280,465930,2012-11-12
226830,509400,NA,670240,441580,2012-11-13
242070,425870,NA,618710,454520,2012-11-14
169550,481120,NA,623400,433980,2012-11-15
197940,380890,NA,549460,334210,2012-11-16
NA,NA,NA,544610,271800,2012-11-17
NA,NA,NA,653620,282060,2012-11-18
206930,475700,NA,619980,475320,2012-11-19
253830,397340,NA,607150,452880,2012-11-20
219000,420890,NA,662700,425830,2012-11-21
229370,416680,NA,582590,377930,2012-11-22
186240,398940,NA,523130,401480,2012-11-23
NA,NA,NA,511220,225850,2012-11-24
NA,NA,NA,588760,271680,2012-11-25
252220,477040,NA,631970,456380,2012-11-26
196640,414800,NA,624480,454230,2012-11-27
208200,478860,NA,628420,510390,2012-11-28
237510,414180,NA,592390,374240,2012-11-29
NA,NA,NA,NA,NA,2012-11-30
NA,NA,NA,527500,184360,2012-12-01
NA,NA,NA,649310,339300,2012-12-02
207170,NA,NA,612290,430040,2012-12-03
173070,NA,NA,622200,418550,2012-12-04
238000,NA,NA,642660,457660,2012-12-05
245820,NA,NA,661180,507630,2012-12-06
217030,NA,NA,529080,490440,2012-12-07
NA,NA,NA,477270,253170,2012-12-08
NA,NA,NA,642610,282370,2012-12-09
321380,NA,NA,601820,484820,2012-12-10
196670,NA,NA,619860,323260,2012-12-11
213510,NA,NA,570290,348870,2012-12-12
172110,NA,NA,532190,343430,2012-12-13
135480,NA,NA,570600,276280,2012-12-14
NA,NA,NA,508330,211660,2012-12-15
NA,NA,NA,566690,371030,2012-12-16
295030,NA,NA,598510,385500,2012-12-17
221990,NA,NA,609850,329420,2012-12-18
239440,NA,NA,518900,271370,2012-12-19
201780,NA,NA,484330,303100,2012-12-20
207040,NA,NA,506240,282240,2012-12-21
NA,NA,NA,544720,193010,2012-12-22
NA,NA,NA,592590,263510,2012-12-23
NA,NA,NA,534390,244990,2012-12-24
NA,NA,NA,426640,170650,2012-12-25
NA,NA,NA,648400,231710,2012-12-26
NA,NA,NA,NA,NA,2012-12-27
NA,NA,NA,NA,NA,2012-12-28
NA,NA,NA,559520,199910,2012-12-29
NA,NA,NA,613380,235230,2012-12-30
NA,NA,NA,NA,NA,2012-12-31
NA,NA,NA,520920,263990,2013-01-01
NA,NA,NA,592000,198100,2013-01-02
NA,NA,NA,622290,238320,2013-01-03
NA,NA,NA,550740,270310,2013-01-04
NA,NA,NA,501340,206440,2013-01-05
NA,NA,NA,NA,NA,2013-01-06
NA,NA,NA,684600,280010,2013-01-07
NA,NA,NA,671750,233890,2013-01-08
NA,NA,NA,628110,293790,2013-01-09
NA,NA,NA,627450,245750,2013-01-10
NA,NA,NA,611410,213380,2013-01-11
NA,NA,NA,502950,181480,2013-01-12
NA,NA,NA,571380,272620,2013-01-13
NA,NA,NA,724660,347840,2013-01-14
NA,NA,NA,701730,327540,2013-01-15
NA,NA,NA,648860,267660,2013-01-16
NA,NA,NA,659600,250230,2013-01-17
NA,NA,NA,596870,225560,2013-01-18
NA,NA,NA,484810,226770,2013-01-19
NA,NA,NA,645190,208750,2013-01-20
239950,NA,NA,649970,399720,2013-01-21
174000,NA,NA,602580,365020,2013-01-22
186830,NA,NA,619320,292470,2013-01-23
203550,NA,NA,524650,287410,2013-01-24
147750,NA,NA,503680,244270,2013-01-25
NA,NA,NA,439910,171210,2013-01-26
NA,NA,NA,491990,208060,2013-01-27
156310,NA,NA,613810,265180,2013-01-28
231710,NA,NA,606400,418740,2013-01-29
184680,NA,NA,595390,337220,2013-01-30
NA,NA,NA,NA,NA,2013-01-31
198880,NA,NA,537840,349550,2013-02-01
NA,NA,NA,554300,211640,2013-02-02
NA,NA,NA,618500,276020,2013-02-03
242820,NA,496950,670070,449380,2013-02-04
221710,NA,400960,597590,397840,2013-02-05
238590,NA,325950,630750,402440,2013-02-06
248040,NA,NA,652690,373950,2013-02-07
252170,NA,394380,565530,366700,2013-02-08
NA,NA,NA,468320,208570,2013-02-09
NA,NA,NA,603300,280340,2013-02-10
296150,NA,396150,726340,354660,2013-02-11
346850,NA,290710,584770,404540,2013-02-12
320950,NA,349910,606950,377030,2013-02-13
299410,NA,362610,571430,303520,2013-02-14
285910,NA,234980,526010,300880,2013-02-15
NA,NA,NA,518150,187610,2013-02-16
NA,NA,NA,543030,275690,2013-02-17
243880,NA,358620,590000,463230,2013-02-18
299530,NA,360450,588010,421350,2013-02-19
206540,NA,294050,600810,401130,2013-02-20
277270,NA,306960,570580,370690,2013-02-21
203910,NA,324130,544310,323280,2013-02-22
NA,NA,NA,487520,160930,2013-02-23
NA,NA,NA,627450,313570,2013-02-24
297380,NA,385720,605550,338800,2013-02-25
254950,NA,350300,600360,393050,2013-02-26
289510,NA,337980,611660,379940,2013-02-27
NA,NA,NA,NA,NA,2013-02-28
230690,NA,323520,491790,272270,2013-03-01
NA,NA,NA,581340,166440,2013-03-02
NA,NA,NA,594540,253860,2013-03-03
347590,NA,352520,636490,410250,2013-03-04
328340,NA,379520,612550,323740,2013-03-05
278000,NA,347250,570170,358940,2013-03-06
307070,NA,358640,596090,276500,2013-03-07
218270,NA,351380,517160,292820,2013-03-08
NA,NA,NA,486180,182940,2013-03-09
NA,NA,NA,549770,275460,2013-03-10
252340,NA,379290,648670,348000,2013-03-11
330240,NA,368560,592140,481460,2013-03-12
295150,NA,319070,592700,352460,2013-03-13
308460,NA,334680,563110,361020,2013-03-14
256570,NA,322970,523900,338510,2013-03-15
NA,NA,NA,556900,234750,2013-03-16
NA,NA,NA,673840,319020,2013-03-17
354060,NA,357740,640830,527990,2013-03-18
256330,NA,364460,621590,349620,2013-03-19
291010,NA,377650,624300,301280,2013-03-20
242490,NA,342460,544150,275430,2013-03-21
285640,NA,288870,564670,291050,2013-03-22
NA,NA,NA,550720,210850,2013-03-23
NA,NA,NA,597380,272370,2013-03-24
350100,NA,389090,624710,369960,2013-03-25
230360,NA,323720,544010,317740,2013-03-26
330680,NA,346900,594270,319400,2013-03-27
293200,NA,319350,486470,300990,2013-03-28
282840,NA,357010,550770,252630,2013-03-29
NA,NA,NA,470850,195780,2013-03-30
NA,NA,NA,NA,NA,2013-03-31
234970,NA,396360,568990,314380,2013-04-01
310230,NA,399520,641680,425200,2013-04-02
286740,NA,378640,588660,411100,2013-04-03
332810,NA,360660,642620,351370,2013-04-04
306630,NA,297190,540000,403020,2013-04-05
NA,NA,NA,509200,283360,2013-04-06
NA,NA,NA,683470,335190,2013-04-07
324800,NA,417560,684130,382990,2013-04-08
255450,NA,386030,647030,412540,2013-04-09
289220,NA,388800,661920,417010,2013-04-10
299900,NA,386180,640620,417890,2013-04-11
312740,NA,350600,543950,375530,2013-04-12
NA,NA,NA,NA,NA,2013-04-13
NA,NA,NA,691730,355570,2013-04-14
340670,NA,400070,702430,420870,2013-04-15
350120,NA,450390,781780,505520,2013-04-16
373210,NA,394270,729500,396050,2013-04-17
336170,NA,415280,712150,432800,2013-04-18
304990,NA,342220,655780,373270,2013-04-19
NA,NA,NA,771530,224970,2013-04-20
NA,NA,NA,741130,359990,2013-04-21
374090,NA,372830,745430,406910,2013-04-22
330870,NA,375880,707940,322170,2013-04-23
296510,NA,388420,682670,341660,2013-04-24
291710,NA,409720,663030,358730,2013-04-25
218930,NA,354110,613440,357890,2013-04-26
NA,NA,NA,588210,232690,2013-04-27
NA,NA,NA,710560,294910,2013-04-28
345350,NA,404400,720840,396800,2013-04-29
NA,NA,NA,NA,NA,2013-04-30
302090,NA,401900,681450,357050,2013-05-01
283380,NA,401550,708010,338630,2013-05-02
288410,NA,334960,650100,399220,2013-05-03
NA,NA,NA,642550,253450,2013-05-04
NA,NA,NA,725450,284700,2013-05-05
361380,NA,443850,767540,499820,2013-05-06
311020,NA,391590,746060,400380,2013-05-07
379980,NA,388880,688520,476140,2013-05-08
286150,NA,407560,685340,385160,2013-05-09
322650,NA,324260,668040,411310,2013-05-10
NA,NA,NA,610540,253490,2013-05-11
NA,NA,NA,734020,317410,2013-05-12
370070,NA,392520,725820,490940,2013-05-13
324530,NA,375870,706270,427620,2013-05-14
301460,NA,410360,726700,349080,2013-05-15
297210,NA,427480,686680,371290,2013-05-16
262690,NA,361000,607150,353350,2013-05-17
NA,NA,NA,617180,252110,2013-05-18
NA,NA,NA,763940,299510,2013-05-19
362670,NA,351800,642820,464110,2013-05-20
349350,NA,372300,691070,427450,2013-05-21
372710,NA,374900,710390,435650,2013-05-22
305380,NA,399950,678310,418990,2013-05-23
269630,NA,372670,716470,444370,2013-05-24
NA,NA,NA,663480,282610,2013-05-25
NA,NA,NA,734920,383600,2013-05-26
430460,NA,393330,752160,475320,2013-05-27
366010,NA,420380,968910,472520,2013-05-28
434170,NA,404840,703250,457270,2013-05-29
397180,NA,364280,717970,352930,2013-05-30
NA,NA,NA,NA,NA,2013-05-31
NA,NA,NA,611180,300510,2013-06-01
NA,NA,NA,643780,321570,2013-06-02
366680,NA,364430,721920,420180,2013-06-03
348450,NA,403450,702080,413630,2013-06-04
366380,NA,458930,708730,419690,2013-06-05
319840,NA,353530,632450,427550,2013-06-06
309690,NA,366030,643400,350450,2013-06-07
NA,NA,NA,614990,272630,2013-06-08
NA,NA,NA,749850,355190,2013-06-09
348890,NA,346960,689050,409370,2013-06-10
334580,NA,369990,715390,369780,2013-06-11
319890,NA,423400,720230,414750,2013-06-12
329590,NA,390520,620730,419320,2013-06-13
314490,NA,405410,721750,392090,2013-06-14
NA,NA,NA,664180,254000,2013-06-15
NA,NA,NA,828460,369150,2013-06-16
382090,NA,465870,758460,420890,2013-06-17
352770,NA,410480,766920,472940,2013-06-18
319220,NA,414860,779060,364180,2013-06-19
357120,NA,406850,752260,420010,2013-06-20
371210,NA,384030,766920,503430,2013-06-21
NA,NA,NA,673280,225650,2013-06-22
NA,NA,NA,847560,350800,2013-06-23
416920,NA,413340,765620,464210,2013-06-24
302980,NA,422310,758190,377000,2013-06-25
327680,NA,424590,693580,428810,2013-06-26
328230,NA,360780,690510,401410,2013-06-27
281670,NA,371710,645960,312460,2013-06-28
NA,NA,NA,647350,235430,2013-06-29
NA,NA,NA,NA,NA,2013-06-30
414970,NA,417930,769950,394400,2013-07-01
363290,NA,440720,738230,499850,2013-07-02
375940,NA,425700,775420,389640,2013-07-03
278530,NA,379830,663330,298580,2013-07-04
310480,NA,344910,663300,343190,2013-07-05
NA,NA,NA,659400,301120,2013-07-06
NA,NA,NA,811840,361450,2013-07-07
360670,NA,438830,788210,400360,2013-07-08
368690,NA,416640,774480,444180,2013-07-09
310640,NA,443360,679740,413770,2013-07-10
306780,NA,369520,734820,301550,2013-07-11
295000,NA,359880,686770,385360,2013-07-12
NA,NA,NA,673610,231440,2013-07-13
NA,NA,NA,820630,314730,2013-07-14
399780,NA,403890,810050,484700,2013-07-15
319900,NA,368270,712590,407710,2013-07-16
287420,NA,369780,723740,293100,2013-07-17
264670,NA,372900,727620,295990,2013-07-18
308790,NA,347870,646390,308120,2013-07-19
NA,NA,NA,643610,260240,2013-07-20
NA,NA,NA,813770,360480,2013-07-21
429100,NA,468280,817890,508190,2013-07-22
327380,NA,448550,764710,449120,2013-07-23
327160,NA,480980,741340,397060,2013-07-24
280210,NA,411680,734320,330750,2013-07-25
306100,NA,390330,664430,337420,2013-07-26
NA,NA,NA,737070,206220,2013-07-27
NA,NA,NA,769050,349320,2013-07-28
331770,NA,425350,716250,399580,2013-07-29
275200,NA,447930,715120,427530,2013-07-30
NA,NA,NA,NA,NA,2013-07-31
262810,NA,388240,716330,310080,2013-08-01
